sensor_id,latitude,longitude,timestamp,value
10,46.31411,11.08359,2023-07-15 16:00:00+00:00,68.25
11,46.31593,11.0862,2023-07-15 16:00:00+00:00,45.5
60,46.31769,11.07855,2023-07-15 16:00:00+00:00,81.5
77,46.31392,11.09142,2023-07-15 16:00:00+00:00,105.75
78,46.3157,11.08748,2023-07-15 16:00:00+00:00,144.5
79,46.32395,11.08641,2023-07-15 16:00:00+00:00,511.0
80,46.32267,11.08787,2023-07-15 16:00:00+00:00,40.5
81,46.30213,11.08946,2023-07-15 16:00:00+00:00,377.6666666666667
84,46.31254,11.09262,2023-07-15 16:00:00+00:00,42.0
86,46.318,11.0896,2023-07-15 16:00:00+00:00,63.5
87,46.32371,11.09077,2023-07-15 16:00:00+00:00,385.75
88,46.31141,11.08629,2023-07-15 16:00:00+00:00,294.75
1,46.31213,11.08839,2023-07-15 17:00:00+00:00,137.0
2,46.32987,11.08961,2023-07-15 17:00:00+00:00,211.5
4,46.32096,11.0838,2023-07-15 17:00:00+00:00,499.3333333333333
5,46.3085,11.08802,2023-07-15 17:00:00+00:00,309.0
6,46.3169,11.0942,2023-07-15 17:00:00+00:00,61.333333333333336
9,46.31227,11.09467,2023-07-15 17:00:00+00:00,46.5
10,46.31411,11.08359,2023-07-15 17:00:00+00:00,73.66666666666667
11,46.31593,11.0862,2023-07-15 17:00:00+00:00,48.0
60,46.31769,11.07855,2023-07-15 17:00:00+00:00,88.0
77,46.31392,11.09142,2023-07-15 17:00:00+00:00,109.5
78,46.3157,11.08748,2023-07-15 17:00:00+00:00,145.0
79,46.32395,11.08641,2023-07-15 17:00:00+00:00,519.0
80,46.32267,11.08787,2023-07-15 17:00:00+00:00,42.0
81,46.30213,11.08946,2023-07-15 17:00:00+00:00,388.75
84,46.31254,11.09262,2023-07-15 17:00:00+00:00,29.0
86,46.318,11.0896,2023-07-15 17:00:00+00:00,63.666666666666664
87,46.32371,11.09077,2023-07-15 17:00:00+00:00,415.0
88,46.31141,11.08629,2023-07-15 17:00:00+00:00,313.5
1,46.31213,11.08839,2023-07-15 18:00:00+00:00,144.5
2,46.32987,11.08961,2023-07-15 18:00:00+00:00,240.0
4,46.32096,11.0838,2023-07-15 18:00:00+00:00,507.0
5,46.3085,11.08802,2023-07-15 18:00:00+00:00,314.0
6,46.3169,11.0942,2023-07-15 18:00:00+00:00,68.5
9,46.31227,11.09467,2023-07-15 18:00:00+00:00,47.0
10,46.31411,11.08359,2023-07-15 18:00:00+00:00,75.0
11,46.31593,11.0862,2023-07-15 18:00:00+00:00,50.0
60,46.31769,11.07855,2023-07-15 18:00:00+00:00,90.0
